tweet,brand_product,sentiment,tweet_tokens,hashtag_count,mention_count,weblink_count,tweet_length,punct_count
Free #SXSW CD download. Various Artists - SXSW: Featured Artists - {link} #iTunes,Apple,0,"['free', 'sxsw', 'cd', 'download', 'various', 'artist', 'sxsw', 'featured', 'artist', 'link', 'itunes']",2,0,1,11,4
Took a few days off (unplugged) to visit family. Anyone have #sxsw highlights? My Google reader is bursting at the seams!,Google,0,"['took', 'day', 'unplugged', 'visit', 'family', 'anyone', 'sxsw', 'highlight', 'google', 'reader', 'bursting', 'seam']",1,0,0,21,5
"It's #SXSW Festival time... OMG I'm scared! Got my netbook, Firm's iPad and my droid!",iPad,1,"['sxsw', 'festival', 'time', 'omg', 'im', 'scared', 'got', 'netbook', 'firm', 'ipad', 'droid']",1,0,0,15,9
"""SXSW GO is now available iPhone, iPad, Android, Blackberry, and coming soon for Windows Phone 7"" presented by HP. wait what?! #sxsw #webos",iPad,0,"['sxsw', 'go', 'available', 'iphone', 'ipad', 'android', 'blackberry', 'coming', 'soon', 'window', 'phone', '7', 'presented', 'hp', 'wait', 'sxsw', 'webos']",2,0,0,23,9
Dear #SXSW goer... Please look up from your fucking iPhone when walking the halls. Thanks Hipsters. Hilarious!,iPhone,0,"['dear', 'sxsw', 'goer', 'please', 'look', 'fucking', 'iphone', 'walking', 'hall', 'thanks', 'hipster', 'hilarious']",1,0,0,17,6
"This #SXSW I am grateful for: my bicycle, having a back-up Twitter app. Cursing: losing an hour of zzzs, iPhone battery life.",iPhone,0,"['sxsw', 'grateful', 'bicycle', 'backup', 'twitter', 'app', 'cursing', 'losing', 'hour', 'zzzs', 'iphone', 'battery', 'life']",1,0,0,22,7
Photo: How Im spending my Sat night at #SXSW. Chatting with my husband over skype on my iphone at a coffee... {link},iPhone,0,"['photo', 'im', 'spending', 'sat', 'night', 'sxsw', 'chatting', 'husband', 'skype', 'iphone', 'coffee', 'link']",1,0,1,22,5
Dear #sxsw iPhone app: you suck again this year! (sitby.us is great but doesn't include film sessions),iPad or iPhone App,0,"['dear', 'sxsw', 'iphone', 'app', 'suck', 'year', 'sitbyus', 'great', 'doesnt', 'include', 'film', 'session']",1,0,0,17,6
"Wow, #SXSW is so big that Apple is not just attending, their bringing along a temporary store! {link}",Apple,1,"['wow', 'sxsw', 'big', 'apple', 'attending', 'bringing', 'along', 'temporary', 'store', 'link']",1,0,1,18,3
Woah #SXSW is the buzz word i wake up to! I had to Google it to work out what it was!! #ImAnAussie,Google,0,"['woah', 'sxsw', 'buzz', 'word', 'wake', 'google', 'work', 'imanaussie']",2,0,0,22,3
"Free #sxsw Lemonade Stand. iPhone, Android, and WP7 in two days on #startupbus. {link} {link}",iPhone,0,"['free', 'sxsw', 'lemonade', 'stand', 'iphone', 'android', 'wp7', 'two', 'day', 'startupbus', 'link', 'link']",2,0,2,15,4
Wonder how many iPads they'll sell there tomorrow? RT @mention Apple Opening a Pop Up Store at #SXSW {link},iPad,0,"['wonder', 'many', 'ipads', 'theyll', 'sell', 'tomorrow', 'rt', 'mention', 'apple', 'opening', 'pop', 'store', 'sxsw', 'link']",1,1,1,19,2
"Wonder how many sold at #SXSW? iPad 2 Sold Out, 70% Went to New Buyers [REPORT] {link}",iPad,0,"['wonder', 'many', 'sold', 'sxsw', 'ipad', '2', 'sold', '70', 'went', 'new', 'buyer', 'report', 'link']",1,0,1,17,5
Free #SXSW music sampler on #itunes. Includes @mention Barton Hollow. (opens itunes) {link},Other Apple product or service,1,"['free', 'sxsw', 'music', 'sampler', 'itunes', 'includes', 'mention', 'barton', 'hollow', 'open', 'itunes', 'link']",2,1,1,13,4
Hmm_a slew of iPhone app updates (inc. #4sq3) the past few days? Can only mean one thing: it's #SXSW soon.,iPad or iPhone App,0,"['hmma', 'slew', 'iphone', 'app', 'update', 'inc', '4sq3', 'past', 'day', 'mean', 'one', 'thing', 'sxsw', 'soon']",2,0,0,20,8
Geez #sxsw people are eating this up. Another line outside the apple store for iPad 2 in austin {link},iPad,0,"['geez', 'sxsw', 'people', 'eating', 'another', 'line', 'outside', 'apple', 'store', 'ipad', '2', 'austin', 'link']",1,0,1,19,1
"Dear #SXSW re new rule of 'Google b4 twtng..' also add re #film > replace '..locatn, locatn..' w/ '..contxt, cntxt, cntxt..'",Google,0,"['dear', 'sxsw', 'new', 'rule', 'google', 'b4', 'twtng', 'also', 'add', 'film', 'replace', 'locatn', 'locatn', 'w', 'contxt', 'cntxt', 'cntxt']",2,0,0,20,21
"Dang #sxsw rumors RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever (AllThingsD): {link}",Google,0,"['dang', 'sxsw', 'rumor', 'rt', 'mention', 'false', 'alarm', 'google', 'circle', 'coming', 'probably', 'ever', 'allthingsd', 'link']",1,1,1,18,5
Free #SXSW sampler on iTunes {link} #FreeMusic,Apple,1,"['free', 'sxsw', 'sampler', 'itunes', 'link', 'freemusic']",2,0,1,7,0
Next #SXSW session - do agencies need to think like software companies? Panel with google & barbarian group.,Google,0,"['next', 'sxsw', 'session', 'agency', 'need', 'think', 'like', 'software', 'company', 'panel', 'google', 'barbarian', 'group']",1,0,0,16,4
I just saw someone filming the #sxsw trade show floor w a teeny hand held steady cam for his iPhone. #jealous,iPhone,1,"['saw', 'someone', 'filming', 'sxsw', 'trade', 'show', 'floor', 'w', 'teeny', 'hand', 'held', 'steady', 'cam', 'iphone', 'jealous']",2,0,0,21,1
"Free #SXSW streams/downloads via new free Winamp app in Android market, direct link to app download in market {link}",Android App,1,"['free', 'sxsw', 'streamsdownloads', 'via', 'new', 'free', 'winamp', 'app', 'android', 'market', 'direct', 'link', 'app', 'download', 'market', 'link']",1,0,1,19,2
I love how the Mac:PC ratio is like 25 to 1 and the iPad:Person ratio is like three-quarters to one #sxsw (Seriously. Ton of iPads),iPad,1,"['love', 'macpc', 'ratio', 'like', '25', '1', 'ipadperson', 'ratio', 'like', 'threequarters', 'one', 'sxsw', 'seriously', 'ton', 'ipads']",1,0,0,25,6
Apple know their target audience. Pop-up shop @mention SxSW to sell iPad 2 on launch day. #SxSW #Apple,Apple,1,"['apple', 'know', 'target', 'audience', 'popup', 'shop', 'mention', 'sxsw', 'sell', 'ipad', '2', 'launch', 'day', 'sxsw', 'apple']",2,1,0,18,3
Next #SXSW we're heading to is about designing iPad apps for baby boomers. What do you wish apps did that they don't yet? ^TG,iPad or iPhone App,0,"['next', 'sxsw', 'heading', 'designing', 'ipad', 'apps', 'baby', 'boomer', 'wish', 'apps', 'dont', 'yet', 'tg']",1,0,0,24,5
Whats new with Blogger {link} #blogging #blogger #google #sxsw,Google,0,"['whats', 'new', 'blogger', 'link', 'blogging', 'blogger', 'google', 'sxsw']",4,0,1,9,0
"From #SXSW: @mention says @mention playing with NFC for next gen devices. Nexus S now, iPhone 5 next?",iPhone,0,"['sxsw', 'mention', 'say', 'mention', 'playing', 'nfc', 'next', 'gen', 'device', 'nexus', 'iphone', '5', 'next']",1,2,0,18,4
Free #SXSW: Featured Artists playlist on #iTunes: {link} #freemusic,Apple,0,"['free', 'sxsw', 'featured', 'artist', 'playlist', 'itunes', 'link', 'freemusic']",3,0,1,9,2
Hipsters w/ oversized earphones pluged into the new IPAD make me happy that Texas has such loose gun laws #SXSW,iPad,0,"['hipster', 'w', 'oversized', 'earphone', 'pluged', 'new', 'ipad', 'make', 'happy', 'texas', 'loose', 'gun', 'law', 'sxsw']",1,0,0,20,1
We can't wait to give an iPad to someone at #sxsw. Want in? Just head to www.pep.jobs/upc to enter. (must be present to win),iPad,0,"['cant', 'wait', 'give', 'ipad', 'someone', 'sxsw', 'want', 'head', 'wwwpepjobsupc', 'enter', 'must', 'present', 'win']",1,0,0,24,9
Tired of waiting in line @mention stores? Best buy in Austin announces ipad2 on sale today. #sxswinfo #sxsw,iPad,0,"['tired', 'waiting', 'line', 'mention', 'store', 'best', 'buy', 'austin', 'announces', 'ipad2', 'sale', 'today', 'sxswinfo', 'sxsw']",2,1,0,18,2
"Case you wanna stalk me: Google, AustinJS, Rocksauce, then Shang. I will accomplish ALL OF THESE THINGS. #sxsw",Google,0,"['case', 'wanna', 'stalk', 'google', 'austinjs', 'rocksauce', 'shang', 'accomplish', 'thing', 'sxsw']",1,0,0,18,6
"Lightbox wants to be Android's new camera, raises $1.1 million from Valley players bit.ly/eA1zgD #sxsw #betainvites",Android,0,"['lightbox', 'want', 'android', 'new', 'camera', 'raise', '11', 'million', 'valley', 'player', 'bitlyea1zgd', 'sxsw', 'betainvites']",2,0,0,16,6
"Location wars are heating up in Austin. Google Latitude launching Check-in offers, ""mayorships"", ... {link} #SXSW",Google,0,"['location', 'war', 'heating', 'austin', 'google', 'latitude', 'launching', 'checkin', 'offer', 'mayorships', 'link', 'sxsw']",1,0,1,15,9
"If there was a popup store in Austin that sold nothing but iPhone battery extenders, it would make so much money. #sxsw",iPhone,0,"['popup', 'store', 'austin', 'sold', 'nothing', 'iphone', 'battery', 'extenders', 'would', 'make', 'much', 'money', 'sxsw']",1,0,0,22,2
If there was ever any doubt on the influence of Apple on the innovation community just have a look a #sxsw iPads and iPhone4's EVERYWHERE..,Apple,1,"['ever', 'doubt', 'influence', 'apple', 'innovation', 'community', 'look', 'sxsw', 'ipads', 'iphone4s', 'everywhere']",1,0,0,25,3
"I wish I was in Austin, if only for the free iPad 2s. #sxsw",iPad,1,"['wish', 'austin', 'free', 'ipad', '2', 'sxsw']",1,0,0,14,2
@mention Was just chatting with someone about the proliferation of iPad 2 at #SxSW - like an iPad reunion.,iPad,0,"['mention', 'chatting', 'someone', 'proliferation', 'ipad', '2', 'sxsw', 'like', 'ipad', 'reunion']",1,1,0,18,2
"Mashable was there to talk to line takers, many of whom spent the better part of the ... #ipad #sxsw #gadgets {link}",iPad,0,"['mashable', 'talk', 'line', 'taker', 'many', 'spent', 'better', 'part', 'ipad', 'sxsw', 'gadget', 'link']",3,0,1,21,4
"The line was too long the other day... but I'm just curious anyway :P #sxsw (@mention Apple Store, SXSW w/ 4 others) {link}",Apple,0,"['line', 'long', 'day', 'im', 'curious', 'anyway', 'p', 'sxsw', 'mention', 'apple', 'store', 'sxsw', 'w', '4', 'others', 'link']",1,1,1,23,9
@mention Was your #SXSW iPad talk along the same lines as your iPad talk at 360iDev? Or is it basically different content?,iPad,0,"['mention', 'sxsw', 'ipad', 'talk', 'along', 'line', 'ipad', 'talk', '360idev', 'basically', 'different', 'content']",1,1,0,22,2
"About to watch ""Something Ventured"", a documentary about the entrepreneurs behind Apple, Intel, Cisco & Atari. Filmakers in attendence #SXSW",Apple,0,"['watch', 'something', 'ventured', 'documentary', 'entrepreneur', 'behind', 'apple', 'intel', 'cisco', 'atari', 'filmakers', 'attendence', 'sxsw']",1,0,0,19,7
"The only way you truly understand a material is by making things with it. Jonathan Ive , Apple VP Design #SXSW",Apple,0,"['way', 'truly', 'understand', 'material', 'making', 'thing', 'jonathan', 'ive', 'apple', 'vp', 'design', 'sxsw']",1,0,0,20,2
#SXSW crowd in Austin swarms for iPad 2 launch {link} via @mention - sadly I wasn't one of them :-(,iPad,1,"['sxsw', 'crowd', 'austin', 'swarm', 'ipad', '2', 'launch', 'link', 'via', 'mention', 'sadly', 'wasnt', 'one', '']",1,1,1,18,5
#SXSW crowd in Austin swarms for iPad 2 launch {link} via @mention - sadly I wasn't one of them :-( (via @mention,iPad,1,"['sxsw', 'crowd', 'austin', 'swarm', 'ipad', '2', 'launch', 'link', 'via', 'mention', 'sadly', 'wasnt', 'one', 'via', 'mention']",1,2,1,20,6
#SXSW crowd swarms for #iPad2 launch {link} via @mention #SXSW2011 #apple,iPad,1,"['sxsw', 'crowd', 'swarm', 'ipad2', 'launch', 'link', 'via', 'mention', 'sxsw2011', 'apple']",4,1,1,11,0
#SXSW crowd swarms for iPad 2 launch | @mention {link},iPad,1,"['sxsw', 'crowd', 'swarm', 'ipad', '2', 'launch', 'mention', 'link']",1,1,1,9,1
#SXSW crowd swarms for iPad 2 launch - {link} (via @mention,iPad,1,"['sxsw', 'crowd', 'swarm', 'ipad', '2', 'launch', 'link', 'via', 'mention']",1,1,1,10,2
#SXSW crowd swarms for iPad 2 launch {link} via @mention,iPad,1,"['sxsw', 'crowd', 'swarm', 'ipad', '2', 'launch', 'link', 'via', 'mention']",1,1,1,10,0
Looking fwd to iPad DJ @mention at our @mention After Dark party tonight. Great first day #SXSW! {link},iPad,1,"['looking', 'fwd', 'ipad', 'dj', 'mention', 'mention', 'dark', 'party', 'tonight', 'great', 'first', 'day', 'sxsw', 'link']",1,2,1,18,2
SXSW: Crowds for iPad 2 launch - CNN {link} #sxsw,iPad,0,"['sxsw', 'crowd', 'ipad', '2', 'launch', 'cnn', 'link', 'sxsw']",1,0,1,9,2
@mention we are actually giving away 10 #FREE #Taplynx #iPhone and #iPad app licences away for #SXSW! bit.ly/pushsxsw11. Check us out!,iPad or iPhone App,0,"['mention', 'actually', 'giving', 'away', '10', 'free', 'taplynx', 'iphone', 'ipad', 'app', 'licence', 'away', 'sxsw', 'bitlypushsxsw11', 'check', 'u']",5,1,0,21,5
@mention We are in line at the Apple pop-up store at #SXSW. Less than 50 people in line at 1pm! #score,Apple,0,"['mention', 'line', 'apple', 'popup', 'store', 'sxsw', 'le', '50', 'people', 'line', '1pm', 'score']",2,1,0,21,3
@mention We are working towards Android but it won't be ready by #sxsw. Thanks for the interest!,Android,0,"['mention', 'working', 'towards', 'android', 'wont', 'ready', 'sxsw', 'thanks', 'interest']",1,1,0,17,3
@mention We can offer an apple and some tinfoil. #sxsw?,Apple,0,"['mention', 'offer', 'apple', 'tinfoil', 'sxsw']",1,1,0,10,2
@mention we were on the right track RT @mention clever - Apple set to open popup shop in core of #SXSW action {link},Apple,1,"['mention', 'right', 'track', 'rt', 'mention', 'clever', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link']",1,2,1,22,1
Crowley: We're growing up. FourSquare competitors are now Facebook & Google. #checkins #SXSW #KetchSX,Google,0,"['crowley', 'growing', 'foursquare', 'competitor', 'facebook', 'google', 'checkins', 'sxsw', 'ketchsx']",3,0,0,13,5
"@mention We're tight w/ Google. Lot of my friends work there, employees used to work there. We're tight w/ them, tight w/ Twitter. #sxsw",Google,1,"['mention', 'tight', 'w', 'google', 'lot', 'friend', 'work', 'employee', 'used', 'work', 'tight', 'w', 'tight', 'w', 'twitter', 'sxsw']",1,1,0,24,10
ReadWriteWeb is reporting Google might launch its new social network at #SXSW today -- {link},Google,0,"['readwriteweb', 'reporting', 'google', 'might', 'launch', 'new', 'social', 'network', 'sxsw', 'today', 'link']",1,0,1,14,2
#SXSW I tweeted too fast it appears Google may do a preview today of Circles their new Social endeavor.,Google,1,"['sxsw', 'tweeted', 'fast', 'appears', 'google', 'may', 'preview', 'today', 'circle', 'new', 'social', 'endeavor']",1,0,0,19,1
"I'll be tweeting out #SXSW sessions I'm going to. Up first: Young entrepreneurs, Marissa Mayer of Google and @mention of Wordpress",Google,0,"['ill', 'tweeting', 'sxsw', 'session', 'im', 'going', 'first', 'young', 'entrepreneur', 'marissa', 'mayer', 'google', 'mention', 'wordpress']",1,1,0,21,5
@mention well #SXSW is an iPad commercial ... But I want to minimize the wear and tear of my laptop.,iPad,0,"['mention', 'well', 'sxsw', 'ipad', 'commercial', 'want', 'minimize', 'wear', 'tear', 'laptop']",1,1,0,19,4
@mention Well I did hear that someone was gonna setup a pop up apple store during #SXSW . Oh wait...that wasnt about the fruit?,Apple,0,"['mention', 'well', 'hear', 'someone', 'gonna', 'setup', 'pop', 'apple', 'store', 'sxsw', 'oh', 'waitthat', 'wasnt', 'fruit']",1,1,0,23,5
@mention well put. totally agree! #apple #sxsw,Apple,0,"['mention', 'well', 'put', 'totally', 'agree', 'apple', 'sxsw']",2,1,0,7,2
"@mention Well, I hope you make it easier for me to FIND you. I have a little Android who wants to say HI! #sxsw#",Android,1,"['mention', 'well', 'hope', 'make', 'easier', 'find', 'little', 'android', 'want', 'say', 'hi', 'sxsw']",2,1,0,24,3
"I wish I were at #sxsw. I wish I had an iPad 2. There, I said it.",iPad,1,"['wish', 'sxsw', 'wish', 'ipad', '2', 'said']",1,0,0,17,4
Ummmm...awesome? Party? RT djroe Apple store downtown Austin open til Midnight. #sxsw,Apple,1,"['ummmmawesome', 'party', 'rt', 'djroe', 'apple', 'store', 'downtown', 'austin', 'open', 'til', 'midnight', 'sxsw']",1,0,0,12,6
This is awesome.... How I got an iPad 2 during #SXSW! {link} via @mention,iPad,0,"['awesome', 'got', 'ipad', '2', 'sxsw', 'link', 'via', 'mention']",1,1,1,14,5
@mention What are the chances they'll have a booth selling new iPad 2s? #SXSW,iPad,1,"['mention', 'chance', 'theyll', 'booth', 'selling', 'new', 'ipad', '2', 'sxsw']",1,1,0,14,2
@mention what did you think of google presentation? Nice to see more retail peeps at #sxsw,Google,1,"['mention', 'think', 'google', 'presentation', 'nice', 'see', 'retail', 'peep', 'sxsw']",1,1,0,16,1
@mention What is the most optimal way to access my Lanyrd account on my iPhone while at #SXSW?,iPhone,0,"['mention', 'optimal', 'way', 'access', 'lanyrd', 'account', 'iphone', 'sxsw']",1,1,0,18,1
@mention what size did you get? Did you got the apple pop store they opened up at #sxsw,Apple,0,"['mention', 'size', 'get', 'got', 'apple', 'pop', 'store', 'opened', 'sxsw']",1,1,0,18,1
"@mention What, *the* Guy Kawasaki? Former Apple evangelist? WANW! #SXSW",Apple,0,"['mention', 'guy', 'kawasaki', 'former', 'apple', 'evangelist', 'wanw', 'sxsw']",1,1,0,10,6
"@mention What's going on at #sxsw today? Share photos, video with iReport: {link} or through CNN iPhone app!",iPad or iPhone App,1,"['mention', 'whats', 'going', 'sxsw', 'today', 'share', 'photo', 'video', 'ireport', 'link', 'cnn', 'iphone', 'app']",1,1,1,18,5
"FRIENDS: What's going on at #sxsw today? Share photos, video with @mention {link} or through CNN iPhone app!",iPad or iPhone App,0,"['friend', 'whats', 'going', 'sxsw', 'today', 'share', 'photo', 'video', 'mention', 'link', 'cnn', 'iphone', 'app']",1,1,1,18,5
"@mention What's the wait time lookin like? The Apple Store up north is already sold out, any word on the #SXSW inventory?",Apple,1,"['mention', 'whats', 'wait', 'time', 'lookin', 'like', 'apple', 'store', 'north', 'already', 'sold', 'word', 'sxsw', 'inventory']",1,1,0,22,4
@mention Where is the temp #apple store at #sxsw?,Apple,0,"['mention', 'temp', 'apple', 'store', 'sxsw']",2,1,0,9,1
@mention where's the apple #sxsw set-up? Can anyone get in?,Apple,0,"['mention', 'wheres', 'apple', 'sxsw', 'setup', 'anyone', 'get']",1,1,0,10,4
@mention Which is to say iPad is going to be ubiquitous a lot faster than anyone expected a year or even 6 mo. ago. #newsapps #sxsw,iPad,0,"['mention', 'say', 'ipad', 'going', 'ubiquitous', 'lot', 'faster', 'anyone', 'expected', 'year', 'even', '6', 'mo', 'ago', 'newsapps', 'sxsw']",2,1,0,26,2
Debating which laptop to take to #SXSW when I'd rather be taking an iPad 2. #firstworldproblems,iPad,1,"['debating', 'laptop', 'take', 'sxsw', 'id', 'rather', 'taking', 'ipad', '2', 'firstworldproblems']",2,0,0,16,2
Black or white iPad? #sxsw #iPad2,iPad,0,"['black', 'white', 'ipad', 'sxsw', 'ipad2']",2,0,0,6,1
We see a WHITE IPAD 2! RT @mention Now you know what @mention apartment at #sxsw looks like... NEEDS MORE WIRES {link},iPad,1,"['see', 'white', 'ipad', '2', 'rt', 'mention', 'know', 'mention', 'apartment', 'sxsw', 'look', 'like', 'need', 'wire', 'link']",1,2,1,22,4
"@mention Who said you won't be able to get the iPad 2 at #SXSW? 

Apple is opening a pop-up store in Austin for SXSW {link}",iPad,1,"['mention', 'said', 'wont', 'able', 'get', 'ipad', '2', 'sxsw', 'apple', 'opening', 'popup', 'store', 'austin', 'sxsw', 'link']",1,1,1,25,3
Curious. Why was Google surprised by the usage of the delete button in the Gmail mobile app? #sxswdad #sxsw,Google,0,"['curious', 'google', 'surprised', 'usage', 'delete', 'button', 'gmail', 'mobile', 'app', 'sxswdad', 'sxsw']",2,0,0,19,2
"@mention Why? Google #SXSW Austin, Texas 2011! That's why!",Google,0,"['mention', 'google', 'sxsw', 'austin', 'texas', '2011', 'thats']",1,1,0,9,5
Post: SXSWi 2011. Day 1. #BPM @mention #SXSW {link} - surprised to run into two other BPM folks! and a pop-up Apple store,Apple,0,"['post', 'sxswi', '2011', 'day', '1', 'bpm', 'mention', 'sxsw', 'link', 'surprised', 'run', 'two', 'bpm', 'folk', 'popup', 'apple', 'store']",2,1,1,22,6
"From #SXSWi... RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",Google,0,"['sxswi', 'rt', 'mention', 'google', 'say', 'future', 'location', 'location', 'location', 'link', 'sxsw', 'cnn']",3,1,1,15,6
Livetapp will be raffling off an iPad 2 at #SXSW - check-in (and tweet it) at any sxsw show and you'll be entered to win! #music #rewards,iPad,1,"['livetapp', 'raffling', 'ipad', '2', 'sxsw', 'checkin', 'tweet', 'sxsw', 'show', 'youll', 'entered', 'win', 'music', 'reward']",3,0,0,26,6
@mention will we get the #android update by/for #sxsw? at least an alpha? need testers?,Android,0,"['mention', 'get', 'android', 'update', 'byfor', 'sxsw', 'least', 'alpha', 'need', 'tester']",2,1,0,15,4
Time to switch to @mention on my iPhone so I can ZIP all the #sxsw chatter.,iPhone,0,"['time', 'switch', 'mention', 'iphone', 'zip', 'sxsw', 'chatter']",1,1,0,16,1
Chilling with @mention at the big hair station at the google party at Maggie mays. #sxsw {link},Google,0,"['chilling', 'mention', 'big', 'hair', 'station', 'google', 'party', 'maggie', 'may', 'sxsw', 'link']",1,1,1,17,1
Partying with #Android and @mention #sxsw @mention Lustre Pearl {link},Android,0,"['partying', 'android', 'mention', 'sxsw', 'mention', 'lustre', 'pearl', 'link']",2,2,1,10,0
"At #SXSW with a thirsty gadget? Using @mention Charge Anywhere for my iPhone, happy to share some juice.",iPhone,1,"['sxsw', 'thirsty', 'gadget', 'using', 'mention', 'charge', 'anywhere', 'iphone', 'happy', 'share', 'juice']",1,1,0,18,3
At #sxsw with an iPhone? Use FREE iSpyArt App to send your photos of the #artallaround to @mention {link},iPhone,0,"['sxsw', 'iphone', 'use', 'free', 'ispyart', 'app', 'send', 'photo', 'artallaround', 'mention', 'link']",2,1,1,19,1
Jonathan with Zaggle showed us a cool free texting app for iPhone called ZMS @mention #SXSW,iPad or iPhone App,1,"['jonathan', 'zaggle', 'showed', 'u', 'cool', 'free', 'texting', 'app', 'iphone', 'called', 'zms', 'mention', 'sxsw']",1,1,0,16,0
"Current Twitter feed: devastation in Japan, parties/panels at #sxsw, iPad 2 and @mention artifacts and recollections from five years ago.",iPad,0,"['current', 'twitter', 'feed', 'devastation', 'japan', 'partiespanels', 'sxsw', 'ipad', '2', 'mention', 'artifact', 'recollection', 'five', 'year', 'ago']",1,1,0,20,5
Get the OWLE Bubo for iPhone with a $20 off coupon use code SBSW2011 #sxsw #SXSWFilm #SXSWi #almedia,iPhone,0,"['get', 'owle', 'bubo', 'iphone', '20', 'coupon', 'use', 'code', 'sbsw2011', 'sxsw', 'sxswfilm', 'sxswi', 'almedia']",4,0,0,18,1
"Walkin down the street @mention is navigating via Google, I'm tweeting and random guy is yelping!! Welcome to #SXSW!!",Google,1,"['walkin', 'street', 'mention', 'navigating', 'via', 'google', 'im', 'tweeting', 'random', 'guy', 'yelping', 'welcome', 'sxsw']",1,1,0,19,6
"Google ARwords, ARsense anyone? #ARSXSW #SXSW #DARKNET",Google,0,"['google', 'arwords', 'arsense', 'anyone', 'arsxsw', 'sxsw', 'darknet']",3,0,0,7,2
umm that would be @mention @mention I keep winning shit! Thanks @mention for the killer iPad case. #sxsw,Other Apple product or service,1,"['umm', 'would', 'mention', 'mention', 'keep', 'winning', 'shit', 'thanks', 'mention', 'killer', 'ipad', 'case', 'sxsw']",1,3,0,18,2
#YourMom would prob have more to say about designing ipad apps than u do. #sxsw,iPad or iPhone App,0,"['yourmom', 'would', 'prob', 'say', 'designing', 'ipad', 'apps', 'u', 'sxsw']",2,0,0,15,1
"@mention wow - a gold's gym underneath an Apple store. Kind of you in a nutshell, right? #SXSW",Apple,0,"['mention', 'wow', 'gold', 'gym', 'underneath', 'apple', 'store', 'kind', 'nutshell', 'right', 'sxsw']",1,1,0,17,5
@mention wow! You just came up in my Google results for PERMA!! #WS #sxsw,Google,0,"['mention', 'wow', 'came', 'google', 'result', 'perma', 'w', 'sxsw']",2,1,0,14,3
Clearly #wp7dev won the mobile smackdown v iPhone and Android at Iron Dev #sxsw. Kudos @mention,iPhone,0,"['clearly', 'wp7dev', 'mobile', 'smackdown', 'v', 'iphone', 'android', 'iron', 'dev', 'sxsw', 'kudos', 'mention']",2,1,0,16,1
#iPad #news #apps not popular with the #kids. {link} #the_daily is a terrible concept anyway #sxsw,iPad or iPhone App,0,"['ipad', 'news', 'apps', 'popular', 'kid', 'link', 'thedaily', 'terrible', 'concept', 'anyway', 'sxsw']",6,0,1,16,2
Video shows a guy hacking Times Sq billboards w/ his iPhone. Real or Not? {link} #sxsw,iPhone,0,"['video', 'show', 'guy', 'hacking', 'time', 'sq', 'billboard', 'w', 'iphone', 'real', 'link', 'sxsw']",1,0,1,16,3
#Socialnews RT @mention Facebook can breathe a sigh of relief- Google kills plans 4 'Google Circles' {link} #sxsw,Google,0,"['socialnews', 'rt', 'mention', 'facebook', 'breathe', 'sigh', 'relief', 'google', 'kill', 'plan', '4', 'google', 'circle', 'link', 'sxsw']",2,1,1,18,3
Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! {link},iPad,1,"['apple', 'know', 'game', 'theyre', 'sxsw', 'bring', 'ipad2', 'people', 'link']",1,0,1,15,3
Apple knows where the influencers will be: Apple set to open popup shop in core of SXSW action to sell iPad2 at #SXSW! {link},iPad,0,"['apple', 'know', 'influencers', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'sell', 'ipad2', 'sxsw', 'link']",1,0,1,24,2
which browser do u prefer? Internet Explorer 9 OR Google Chrome SWAY IN: {link} via @mention #ie9 #sxsw,Google,0,"['browser', 'u', 'prefer', 'internet', 'explorer', '9', 'google', 'chrome', 'sway', 'link', 'via', 'mention', 'ie9', 'sxsw']",2,1,1,18,2
Join leNewz fo free donuts and massage at #SXSW Trade Show (booth #1422 just behind Google's),Google,0,"['join', 'lenewz', 'fo', 'free', 'donut', 'massage', 'sxsw', 'trade', 'show', 'booth', '1422', 'behind', 'google']",2,0,0,16,3
"{link} thx to @mention and @mention for this portable charger, we are now ready for #sxsw #swag #android",Android,0,"['link', 'thx', 'mention', 'mention', 'portable', 'charger', 'ready', 'sxsw', 'swag', 'android']",3,2,1,18,1
Leaving excellent panel from @mention on Writing Compelling Content. On to the Android Dev. Meetup! #SXSW,Android,0,"['leaving', 'excellent', 'panel', 'mention', 'writing', 'compelling', 'content', 'android', 'dev', 'meetup', 'sxsw']",1,1,0,16,3
"Getting excited to present *Spark at Team android choice awards #sxsw doors open in 20 min @mention lustre pearl. If you're here, come cheer us on!",Android,0,"['getting', 'excited', 'present', 'spark', 'team', 'android', 'choice', 'award', 'sxsw', 'door', 'open', '20', 'min', 'mention', 'lustre', 'pearl', 'youre', 'come', 'cheer', 'u']",1,1,0,26,5
"#SXSW ##UXDes Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link}",iPad,0,"['sxsw', 'uxdes', 'check', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'sxsw', 'link']",3,0,1,13,2
Hmmm...Taxi Magic on iPhone does not appear to be so magic any more in Austin #sxsw,iPad or iPhone App,0,"['hmmmtaxi', 'magic', 'iphone', 'appear', 'magic', 'austin', 'sxsw']",1,0,0,16,3
